cod_manzana,atlas_score,ICV,ISAL,ISE,poblacion
0504520020300900010111,0.5247145147032284,0.6991975594945891,0.10713098194008974,0.668496828893133,33
0504520010301100010107,0.39115467512643926,0.17663004421441883,0.2869916221909138,0.6566991059377891,54
0504520030101500010122,0.7764501930273758,0.49399777227440167,0.9332331317598868,0.7157702871501848,45
0504520010301100010217,0.34493114370526545,0.19562339686904925,0.7917317959408493,0.010275596707400525,30
0504520050300100010107,0.33639110708240216,0.5725525501461177,0.21738000249605216,0.1850306276644874,30
0504520020300900010208,0.3131207612066958,0.7316397480002966,0.03855956987518827,0.14299795558543205,54
0504520010101600010116,1.0,0.7857067853733929,0.9598163200894188,0.9908408413336984,0
0504520020500200010303,0.5681784759952566,0.3447713958286369,0.4289738004381174,0.8164454977502479,60
0504520020300300010109,0.5081389287827746,0.43444613533678,0.5192866437875602,0.4770964210844386,24
0504520020500200010211,0.3892583166508057,0.3617453021680537,0.021191405441119193,0.7323506070630688,66
0504520020300900010320,0.8803880111218824,0.7140772769691631,0.7369365566013216,0.967866952376562,57
0504520010101400010113,0.565149736927196,0.9950152481795923,0.5728498691036393,0.014286469101374433,0
0504520010301100010209,0.5515162601732856,0.1895861842760771,0.8964972833257441,0.45988111667875886,42
0504520020500200010106,0.5882045763103685,0.3790519163893365,0.46964053628103897,0.7946530269760905,57
0504520020300300010108,0.3915101578720401,0.4514944471754135,0.37275124345823707,0.2970186308198851,18
0504520020300900010129,0.8104105770039222,0.6992235308890096,0.9884306212914106,0.5454872511154157,171
0504520020300900010327,0.48233800363075835,0.7177798956218212,0.40372672647304353,0.240839816921394,42
0504520030101500010106,0.33038328438685705,0.47894695022271816,0.16065866619314906,0.3194111478409041,3
0504520010301100010109,0.26621493622395453,0.18464933870617828,0.28447610191571193,0.31957085499016824,66
0504520030101500010103,0.4500245777656853,0.4721512069647959,0.6769569748457228,0.1274695255113617,15
0504520020500200010312,0.503588756099611,0.34512703630749214,0.47292644864480204,0.6006983037912035,60
0504520020500200010122,0.7293723399868036,0.3818778512066882,0.8153229187965916,0.8208428334885624,27
0504520020300900010125,0.7736505318251262,0.7087951796127506,0.4494155515752367,0.9773593881103435,60
0504520010301100010117,0.13492206208735225,0.18002458976064692,0.028276823382695437,0.2319074351077851,36
0504520010101600010118,0.6094383561913203,0.7848961777124066,0.3052918544270474,0.6095177473115376,9
0504520050300100010112,0.4544171175171124,0.5793216261995386,0.2016808230726037,0.5072342683004666,30
0504520020500200010103,0.5588580821831423,0.3653119228363608,0.24163682143623266,0.9585030576351311,63
0504520020300900010302,0.49744165038469496,0.7042824004074462,0.243717936438399,0.45443534035438604,39
0504520050300100010111,0.4838262980620773,0.5751736034860899,0.0010423698510705348,0.7900808089913496,3
0504520010101400010105,0.7207779548470524,0.9861421193445444,0.17371747035938934,0.835372148645308,24
0504520020300900010311,0.5447749541694085,0.707299815324736,0.7799901358705834,0.04078135032624508,36
0504520010301100010207,0.6530026024191253,0.18884388472699448,0.6624015332631875,0.9640918689890505,36
0504520020500200010213,0.5228382375289763,0.36419220899655874,0.5027269880093387,0.6029260169554966,36
0504520030101500010110,0.1914601076766558,0.4842360771487593,0.006353833414750376,0.09968648183851181,36
0504520020500200010112,0.6855628651869111,0.36990109559184986,0.6749097337462909,0.8569503624566805,54
0504520010301100010106,0.37555969185159244,0.17504657702878404,0.6764564169418705,0.22742439774288836,153
0504520010101600010103,0.6502148965888329,0.8002134133009009,0.08436598681882845,0.9233585478231664,0
0504520010101600010113,0.7699389776213057,0.7874546280502642,0.661121056283375,0.6771429479077063,36
0504520010301100010221,0.18368837454162654,0.19350466440563877,0.01729275129633623,0.35885065654476656,114
0504520030101500010109,0.43387927838197554,0.48266611680278465,0.723710789983314,0.027346729390587354,66
0504520020500200010207,0.5440244106256982,0.3599415417203771,0.820644540103914,0.34549307042488675,39
0504520010101400010102,0.6853979504003535,0.9916791151665186,0.055166763690956855,0.8544775836746006,75
0504520020300900010211,0.6618278619452324,0.7161101998874906,0.49104070794413646,0.6316110484967652,36
0504520010301100010212,0.11447708924168054,0.18499504746488685,0.15614457292933703,0.04480263916954852,54
0504520010301100010230,0.1377383999944436,0.2060830088295326,0.11740119336222954,0.12419998251309361,36
0504520010101400010110,0.7520222038769724,0.9902580081899334,0.09494328051914158,0.9929612915517968,27
0504520020500200010205,0.14342654902802462,0.36013366001186364,0.021509541123631015,0.0811388976789934,21
0504520020300900010108,0.46495026511724896,0.7008369120850858,0.4842867123877773,0.1310709677672498,81
0504520020300900010124,0.6846208236451932,0.7060417714770345,0.2331778364443533,0.9600411461738242,66
0504520010301100010220,0.2317718795503613,0.18888554031012122,0.25230426418141594,0.256085132738192,66
0504520020300900010103,0.5131147875068806,0.6939270409116994,0.6832094115913248,0.06690004716199294,33
0504520010101600010101,0.31928702054465063,0.8018002257383715,0.07291356955388395,0.05485042870257717,18
0504520020500200010116,0.34086757446195964,0.37153473853550667,0.11969238465643794,0.4956178344050276,15
0504520020300300010103,0.4196828932061775,0.49065430264064436,0.5250010223504868,0.18038719509909396,30
0504520020300900010309,0.6866808322165447,0.7078114685992367,0.5973053199777129,0.5996117956140912,105
0504520020300900010227,0.615045357990373,0.7164125791295417,0.49827103641979753,0.49990469090206735,18
0504520020300900010122,0.5575704039991561,0.7156865899724326,0.28212891478079183,0.564218444614439,105
0504520020300900010221,0.5197753515829687,0.739920848351973,0.646244769333013,0.07554985342554088,39
0504520020300900010307,0.5047507678557579,0.7054823153276583,0.0797639787392288,0.6365897939073649,72
0504520020300900010316,0.5624544680196253,0.711135775559212,0.6061277048255996,0.25773412001443674,57
0504520020500200010114,0.36380398854858137,0.3775308989429145,0.3568419548426006,0.31335166372073153,78
0504520020300300010105,0.40136875264739474,0.5179701388746573,0.6218418497821953,0.00761975848845875,0
0504520020300900010107,0.5633141549947832,0.7019279878781357,0.27744416325210375,0.5979072952676766,183
0504520020300900010201,0.6183479684063952,0.713240341377962,0.2939234770006528,0.7161905256896522,87
0504520020300900010304,0.8222684449176195,0.7035643507492578,0.8638288646042533,0.697222235163563,54
0504520020300900010324,0.7876056647510069,0.7040454378478377,0.840228975935737,0.6283364716865955,42
0504520010101400010104,0.9230805448906478,0.9859490846222193,0.6210482942229388,0.9252011496852981,6
0504520020500200010104,0.6738353886623525,0.3622183757227832,0.7038789820846103,0.8045358814240882,153
0504520020300900010106,0.9380211213969699,0.7006813110298039,0.9462397046877243,0.9249339176485145,108
0504520020300900010220,0.6507111127986533,0.7316159095280454,0.519848362833878,0.5577907700648624,48
0504520010301100010105,0.713153040757661,0.17817089965617697,0.8059657131238163,0.9908565035965604,90
0504520010301100010108,0.6452417373717074,0.18166281914277077,0.9421112381606694,0.6709637564182153,42
0504520010301100010213,0.1813319123238711,0.18791162879799436,0.15091891805560875,0.22456282567338315,72
0504520010101600010117,0.7204437237324128,0.7798468337344654,0.78265123251584,0.43184653067001033,27
0504520010101600010112,0.5899348373908779,0.7926458778487669,0.5484456660514283,0.3068465251855679,51
0504520030101500010107,0.6480663753772641,0.4805588748927372,0.3480080308589455,0.9736682751709601,63
0504520010101600010115,0.4566655993291755,0.7872524948817617,0.02199653869705165,0.48495577397793355,21
0504520010301100010211,0.32731228535642326,0.18422589778290216,0.09792338603993256,0.6687162032225756,66
0504520020500200010204,0.5157791394986802,0.35589565094829106,0.27917552679518864,0.8160372458976034,0
0504520020500200010117,0.640705443265385,0.3718677268534279,0.8665008336185203,0.544328679349665,60
0504520010301100010104,0.26462734718994824,0.17309637269575937,0.43711729359589324,0.17426873078587124,180
0504520010301100010214,0.38737790905077807,0.19067119162459834,0.3224114661459493,0.5972135372477064,60
0504520010101600010104,0.4956106745970218,0.7955788802638106,0.08707816423240133,0.5149187186940476,0
0504520020300300010101,0.2838906572233643,0.4537445018851159,0.20581535399106776,0.17605267134292646,12
0504520020300900010214,0.5986317542351473,0.7108897620402894,0.6610963102588716,0.2990360093112754,87
0504520020500200010212,0.40210370107459503,0.3627329185685921,0.0725299366874369,0.714119647427397,39
0504520020300900010123,0.5032269185365014,0.7032004234605732,0.11822529363135736,0.5963656551053031,63
0504520020300900010128,0.5480444870156413,0.6890411137730891,0.4013982846868944,0.446310143698319,18
0504520010101600010102,0.7791759220469104,0.8041546501081918,0.5849702238974874,0.761111152690331,45
0504520020300900010312,0.8627679068379338,0.707096273919824,0.9620483225241271,0.7029675799762916,27
0504520010301100010219,0.43985372492763003,0.19130604487934919,0.36391750888680097,0.6943579089664786,66
0504520030101500010124,0.475324450807025,0.4958192447284459,0.0683682877959163,0.7795430056934195,24
0504520010101400010115,0.6730133545691264,1.0,0.12282320266865276,0.745628131682797,15
0504520020300900010313,0.4669054182068585,0.7064207024078866,0.3855660373311516,0.2293973672700863,9
0504520010101400010111,0.762462403122917,0.9915756382888917,0.6827853624100003,0.43151274369852943,30
0504520020500200010216,0.5571698410143519,0.3696990776761836,0.7987853886536354,0.392486278557025,12
0504520010101400010101,0.7133767615474107,0.9880258330737354,0.6729689216380264,0.3145921782557851,21
0504520010101600010107,0.6175213587987617,0.802861720389504,0.23494513950210416,0.6833534346212465,3
0504520010101600010119,0.5387163066618756,0.7866205513932404,0.17915796372250092,0.5462114673072481,6
0504520020500200010209,0.352850719494939,0.3608763297142201,0.3383688969511093,0.31940629813005694,75
0504520020300900010218,0.8633410098378216,0.7264053402656593,0.6706982770089609,0.9765297323457606,78
0504520020500200010111,0.3197740295530738,0.36911958185724664,0.3026241738105383,0.2591131243626722,33
0504520020300900010105,0.6884449895821226,0.6950219263273949,0.9930429212852158,0.22134629609368273,33
0504520050300100010106,0.4817820072753653,0.5768512047846454,0.2569030921691938,0.5271163746081147,3
0504520020500200010107,0.4158586894110935,0.3717670712048035,0.7077578821179654,0.10636707667040601,6
0504520020500200010214,0.5234400580568567,0.36557265133562167,0.960555541433794,0.14531441862051053,30
0504520020300900010203,0.5380179550411063,0.719582836821973,0.6232159753257122,0.1673375527405928,96
0504520020300900010224,0.506161451301754,0.7329061886195658,0.5678183749869398,0.12485586675009108,0
0504520010301100010110,0.3903048799507221,0.1799533128539494,0.4522943172270091,0.48581755182351416,144
0504520030101500010119,0.4798262246777106,0.48768615724028774,0.11854107244207224,0.7494522562228575,6
0504520020300900010207,0.41845310507725986,0.7328699055769339,0.44089531899440815,0.01901309912848803,30
0504520020500200010206,0.7837641762596522,0.35996490738418746,0.9663720486051851,0.8360775610394627,33
0504520020500200010217,0.5238896308563942,0.3602305158934093,0.7028470510997068,0.409558334423737,9
0504520020500200010311,0.6233417703000994,0.33884434890745746,0.44977425411371297,0.9479906666171812,39
0504520020300900010225,0.6771441661678635,0.7415045586071025,0.1545567745421379,0.9833543128530849,51
0504520050300100010101,0.4168721114381485,0.5681391687473614,0.5512617726669695,0.06918098974545495,33
0504520030101500010108,0.8718046968975183,0.4800231624987897,0.9472566640206904,0.9688184795434466,33
0504520020300900010102,0.6100139108828827,0.6943431453908169,0.6174677397228516,0.38942257500238775,201
0504520020300300010106,0.7884524680782043,0.5221271127667934,0.6966783056905871,0.9560531162614821,0
0504520020300900010321,0.49356090150852033,0.713564325342335,0.3603480232007795,0.31822275234175745,24
0504520010301100010202,0.26811467431369773,0.18289645011082764,0.545793002126725,0.06504927147201345,0
0504520010301100010224,0.1435162155863313,0.18160603965704547,0.06552708333332236,0.21588697556495473,75
0504520020300900010118,0.3185370653971012,0.7090109276237274,0.009282201373756682,0.2092805074904227,102
0504520010301100010235,0.219598833553301,0.19756228762281883,0.0204551305420565,0.4469469024070979,15
0504520010101400010103,0.735443854391835,0.9840008450875994,0.06826372795331348,0.9818945018391414,12
0504520020500200010306,0.47917584169377286,0.3351528825400124,0.63973239294198,0.37906791486171865,81
0504520020500200010120,0.28394659177887954,0.3833038159761536,0.2447903274762303,0.2076668494820133,0
0504520020300900010319,0.35023036055678264,0.7142567608849187,0.19975959122491727,0.09768001838999119,63
0504520010301100010101,0.5582049564632774,0.18467497362303123,0.5261923378360793,0.8528509149105793,0
0504520010301100010102,0.7009392116576207,0.17151758250557647,0.863537943972292,0.9075187236535365,54
0504520030101500010111,0.5889140794245865,0.48799239566665403,0.16917312259564576,0.9880631780537261,24
0504520010101400010109,0.6882535367541536,0.9852178015146543,0.6064459921247984,0.31723918153334063,9
0504520010101600010111,0.7667980676077197,0.7945758837011591,0.41805738677736204,0.9047485215479762,30
0504520010301100010111,0.2721694721124577,0.17745409288998235,0.0686665424310069,0.5583806384793334,57
0504520020300900010217,0.497136892506364,0.7300396952227318,0.4294404332253533,0.24214663740961428,87
0504520020300900010109,0.40867194829707454,0.7002728860611181,0.38786528804480846,0.07867826566852432,99
0504520020300900010121,0.7773411108649543,0.7152205596203471,0.7417614280356103,0.688383944837348,102
0504520020300900010216,0.6622571850299742,0.7349658452915787,0.7665827970714478,0.33835285567224593,78
0504520010301100010226,0.5066614648933685,0.18674878788813495,0.667163221483251,0.57299559476622,93
0504520050300100010113,0.7876871493413025,0.5819631082312672,0.9429407854747652,0.6479232743084732,18
0504520050300100010103,0.6041952752122796,0.5818020586437216,0.36317630599432127,0.7408108338963675,30
0504520020500200010304,0.42738381543908793,0.3397089121319533,0.6446448658007206,0.23212911067656006,30
0504520020300900010328,0.32030087706564286,0.7138636256059935,0.05931815905431059,0.15907349376771285,99
0504520010301100010201,0.42801919482140954,0.18704719028918718,0.06940047634287894,0.9617216938478395,0
0504520010301100010203,0.41392928187466255,0.1775492862497602,0.1393336125405905,0.8638879522225378,36
0504520030101500010117,0.582008119047325,0.48176682471933013,0.7678798221826586,0.3772517286005582,33
0504520020500200010105,0.43846429121369496,0.3805165538301178,0.12741034484112923,0.7379666243203209,18
0504520050300100010109,0.3562194576463695,0.5664000155776319,0.01090831572569917,0.45028475233094534,24
0504520020500200010307,0.39149253348054075,0.33967002251137335,0.21506073462672892,0.5664867843264563,90
0504520020300900010326,0.7430711472172908,0.7184596357743267,0.6739837282111759,0.6619606466878831,3
0504520010301100010222,0.37596258687586437,0.19509227097983114,0.7943891325622087,0.09051538252733748,102
0504520020500200010313,0.41785883028107124,0.34437729859223326,0.2623015996564044,0.5845220564727415,18
0504520020300900010110,0.36578357999022776,0.6997954712393947,0.007761400622589787,0.34542202653015197,66
0504520010301100010204,0.46367033410561737,0.1805626191314842,0.2874691953128198,0.8447654883848276,33
0504520050300100010105,0.48313729504090364,0.5808834592981196,0.38034175995872765,0.40324275929497855,27
0504520010301100010210,0.5129425754831907,0.1869264684438361,0.8817294394538407,0.374923493627512,60
0504520030101500010120,0.6518313095692432,0.48911937830680713,0.38599873306270494,0.9371102418000842,69
0504520020500200010305,0.43177311642161104,0.3372390223528944,0.4688525800837232,0.42204169983868334,24
0504520010101400010114,0.6509328711769501,0.9973402768403256,0.5938577424316807,0.21864563096530854,15
0504520020300900010213,0.4250391547093128,0.7101601079162296,0.37462225510961333,0.125477150262986,48
0504520020500200010310,0.38604954269152,0.3421060898619548,0.02163534177945381,0.7430289132136725,78
0504520020500200010208,0.48825272491882266,0.36754127674043846,0.7088735332737295,0.30163092827544113,18
0504520020300300010107,0.477034273085251,0.5004216649518718,0.8350736251752221,0.012773587319668933,9
0504520020300900010228,0.7270296801090531,0.7227353118446032,0.5413151519490699,0.7477750751900932,48
0504520030101500010123,0.7336383538544472,0.49782655844700446,0.9180541003286701,0.6134861204248105,15
0504520020300900010317,0.6253800344358934,0.714663145453761,0.08403112205920915,0.9433251165006001,54
0504520010301100010223,0.6378795218499619,0.19707672170902454,0.8223656540726684,0.755754090315683,54
0504520030101500010104,0.47753132014455096,0.47669877174708686,0.32753193752703935,0.5453574679598702,33
0504520010101600010108,0.8547972117299824,0.7966980802342009,0.5773749021071074,0.976882774051353,39
0504520020300900010127,0.3016037450818829,0.7154113640573834,0.03221167772992317,0.1350048989741458,24
0504520010301100010233,0.40884709491353166,0.19997159711292242,0.9145885540461034,0.05272117597267456,45
0504520020300900010219,0.42017068026572946,0.723359802578372,0.32533353733972614,0.14864390136973027,105
0504520020300900010318,0.6752515230935338,0.7144011432672114,0.8630953924148148,0.29689551434773864,63
0504520020300900010104,0.6426831950511209,0.6942980300501094,0.6798529163983091,0.4137957913056377,69
0504520020300900010325,0.3231023768163725,0.7185541345740039,0.0385095790147435,0.18262751673943356,30
0504520010301100010205,0.6305079531595184,0.18347575617911227,0.7320244948551994,0.8401300415531016,72
0504520020300300010104,0.7292375936614874,0.5036148674572696,0.846392381874579,0.6676787003020863,114
0504520020300900010322,0.39273087527147754,0.7181670557189942,0.16886351134575162,0.23747387456497293,39
0504520010301100010206,0.1536573775929413,0.1862038769362108,0.10419241848109606,0.19954124008345264,48
0504520010101400010112,0.5783342749979082,0.9924288037919511,0.5569818024291927,0.06773637535996824,12
0504520020300900010204,0.9534298811236218,0.7193648865534241,0.9260044498495561,0.9673846890078597,102
0504520020500200010108,0.8005189962896064,0.37356390800920714,0.9397037917954782,0.8936187240327066,36
0504520030101500010105,0.2863255473112781,0.47767976852399757,0.09332594103286684,0.27106968654924,51
0504520010101400010107,0.8898405878495875,0.9863334170741964,0.8538180971223471,0.6038190137222873,12
0504520020500200010215,0.7587768729326456,0.3670209703837711,0.8657489041792726,0.8633214576766316,27
0504520020300900010314,0.5188521384476029,0.7100899527846168,0.4264743418095064,0.3227007145927888,90
0504520010301100010215,0.4156594473371425,0.19237454434318557,0.06818245046432359,0.9248061918480917,0
0504520020500200010115,0.44677615094340006,0.37074758681735515,0.7991292083459717,0.0980786927221875,42
0504520020300900010210,0.31646096989304723,0.7137770440786065,0.005477518310195717,0.20280854485337796,6
0504520030101500010118,0.6105934658653733,0.4845702194313882,0.5364055650592423,0.6817959741643341,24
0504520020300900010202,0.5733641228526012,0.7147117715421054,0.7294003227303502,0.15984273468420063,120
0504520030101500010102,0.5777473809698532,0.47354481077619304,0.41681651359907845,0.7252278788187558,24
0504520020300300010102,0.5765528841526186,0.46750738910331663,0.2333851009503195,0.9115261896107918,90
0504520020500200010308,0.3737850381571537,0.3447263675138658,0.5237815884133988,0.2057090161234324,60
0504520010301100010116,0.47397389405221096,0.17446555855954324,0.2883203950351001,0.8773598350386976,12
0504520010301100010228,0.21261938217638407,0.19877619102913044,0.038373786271912014,0.40928895710419255,3
0504520010101400010116,0.7412949394636519,0.9914184995190837,0.35836524619469146,0.6999057203956436,27
0504520010301100010103,0.5516813800282118,0.16813779702959772,0.8123692644913878,0.5658957963302679,171
0504520030101500010121,0.48085236472581944,0.4921844910002382,0.600766996754856,0.2654516564472841,33
0504520030101500010113,0.44442597739674194,0.4879987591906335,0.15145506764609928,0.6222636531940833,78
0504520010101600010109,0.6411657556903535,0.7918177155876748,0.2415741070138031,0.7505272131707582,12
0504520020300900010222,0.6871444362562091,0.7370180041662698,0.683314175007284,0.48562693782005706,24
0504520020500200010302,0.6435784233480528,0.3391540056267623,0.6571097496012203,0.794059164981174,48
0504520030101500010116,0.5952702137314695,0.48348062529599417,0.7015791982729024,0.47703980374209165,51
0504520020500200010210,0.7674798290306615,0.36832706946023996,0.8129090665088076,0.937955238638017,69
0504510000000000030115,0.3728042077882968,0.0179398112728884,0.11923412808851941,0.9344396387596127,168
0504510000000000030206,0.5014558936758529,0.005526316853501779,0.747050692408688,0.660513575196495,327
0504510000000000020403,0.41142766422865645,0.043526965793054095,0.3290348309619232,0.801569072054287,36
0504510000000000100605,0.49672388639667425,0.2212437222504303,0.4404819585283434,0.7388048531176961,0
0504510000000000080515,0.5259713246950629,0.1815268768272846,0.7145110479866651,0.5821233653705363,21
0504510000000000060201,0.1447300061330908,0.10160663816313033,0.31318208643848255,0.05145310835515915,156
0504510000000000080208,0.3932596502142254,0.1546646630587203,0.5003951500944162,0.47084814280467047,189
0504510000000000030516,0.5151272497740217,0.042591119976754487,0.9946458519049265,0.4121411568930511,60
0504510000000000050109,0.37585618164631446,0.10516656150444063,0.38397481461560123,0.5905729811650197,81
0504510000000000010701,0.39640415865493533,0.23217602781219365,0.12151827310377206,0.7805600464733197,6
0504510000000000020315,0.37541989200006814,0.03391844438010731,0.8871829389568175,0.15745494106836178,153
0504510000000000060217,0.5244450621333484,0.08478889923545102,0.7133895787549371,0.6759316910069644,162
0504510000000000100405,0.42271433805859604,0.2486183610921215,0.319006488086624,0.6364639604407619,0
0504510000000000100615,0.3129912510621124,0.22312261388909194,0.09122825908431531,0.5985026448953649,6
0504510000000000010112,0.3679121723731758,0.14191016427810638,0.7406282330979628,0.17609037143655715,0
0504510000000000090511,0.42288595032559984,0.1785155179151364,0.12619255952056085,0.8998362384042145,0
0504510000000000010717,0.2466103832787173,0.22513525554215835,0.05831032823412641,0.4532148290244208,0
0504510000000000090202,0.19511890502033022,0.16699929357159857,0.2979775806733168,0.13501097397748407,75
0504510000000000090123,0.1932639860069021,0.15567133731197905,0.37962668809869826,0.05976635688638743,0
0504510000000000060309,0.4394074289141844,0.0861670496381603,0.5809488601580284,0.5812809604022614,153
0504510000000000060628,0.3672841079155321,0.10702452883743607,0.4393228233835197,0.5106143605456991,42
0504510000000000020405,0.24780728657773426,0.024433883634221904,0.28969539486025475,0.4257080453012485,153
0504510000000000040626,0.21034583467932155,0.12560561896470834,0.45390285175653444,0.06089584246851931,51
0504510000000000080509,0.6200646498818791,0.18966531391157349,0.9359262053982345,0.6023193701860561,0
0504510000000000020304,0.3372000569260734,0.04843530073586832,0.5243224249747334,0.4043526302742322,165
0504510000000000050211,0.20743656335549035,0.11771574639918077,0.4750808983477023,0.03988566110630831,90
0504510000000000060205,0.42026990425137467,0.09879980530263731,0.23343501172010328,0.8653657920502924,108
0504520020301700010103,0.3920611957099288,0.7603740320697956,0.31372003474073795,0.04863286082622387,9
0504510000000000030411,0.22045881134798423,0.07892179121849345,0.4568309580446238,0.13149418922263878,96
0504510000000000070102,0.4799178960062516,0.08659476947864476,0.5033582558544984,0.7659697815252452,96
0504510000000000070412,0.6042152730019476,0.06893351940870675,0.8535182923312059,0.7633904664358727,93
0504510000000000050501,0.5662879155640327,0.12449938696086456,0.649253857483416,0.8114193815085454,0
0504510000000000100305,0.1591969948884069,0.19261345194279322,0.26286167677414196,0.049166076753336285,51
0504510000000000090107,0.2666487168595627,0.15692233761071572,0.20185712457276583,0.4310682067031113,36
0504510000000000090114,0.43073749242913384,0.15500170579299088,0.7940299398121526,0.27635282537266725,75
0504510000000000050105,0.5051632118740582,0.10844210110757949,0.47685781592989673,0.8376309109526521,135
0504510000000000010313,0.22793764103445335,0.109212695633325,0.07441697806003278,0.5034681385265897,84
0504510000000000020118,0.22209842860748427,0.10471117229955894,0.23578035126560226,0.33110741069469607,132
0504510000000000100223,0.22338136028784944,0.2260735580339893,0.4353999298208262,0.013530700417256902,42
0504510000000000100106,0.16512890456020815,0.21136836128201217,0.26042351921606655,0.04859424694983827,21
0504510000000000040133,0.1924620281589599,0.1321009809607897,0.2394147331474843,0.22142005119294628,84
0504510000000000080419,0.3180925273314257,0.16107000144609382,0.5867848234580305,0.178538885127143,18
0504520010201000010113,0.6473357755530056,0.23900119648650864,0.8595587394333035,0.7017360318545733,9
0504510000000000080416,0.3976193674566974,0.16111368477760596,0.5592049155971636,0.4171612458553441,96
